cell_cycle_GO:0007049,extracellular_matrix_GO:0031012,epithelial_to_mesencyhmal_transition_GO:0001837,lipid_catabolic_process_GO:0016042,canonical_glycolysis_GO:0061621,glycolytic_process_GO:0006096,glucose_catabolic_process_GO:0006007,tricarboxylic_acid_cycle_GO:0006099,oxidative_phosphorylation_GO:0006119,fatty_acid_oxidation_GO:0019395,regulation_of_pyruvate_kinase_activity_GO.1903301,regulation_of_glucose_catabolic_process_to_lactate_via_pyruvate_GO.1904023,regulation_of_lipid_storage_GO.0010883,fatty_acid_homeostasis_GO.0055089,glucose_transmembrane_transport_GO.1904659,long-chain_fatty_acid_import_into_cell_GO.0044539,malonyl-CoA_metabolic_process_GO.2001293,response_to_unfolded_protein_GO.0006986,cellular_response_to_hypoxia_GO.0071456,response_to_type_I_interferon_GO.0034340
Rcc1,,,,,,,,,,,,,,,,,,,
Rcc1,,,,,,,,,,,,,,,,,,,
Rcc1,,,,,,,,,,,,,,,,,,,
Rcc1,,,,,,,,,,,,,,,,,,,
Rcc1,,,,,,,,,,,,,,,,,,,
Rcc1,,,,,,,,,,,,,,,,,,,
Marveld1,,,,,,,,,,,,,,,,,,,
Cgref1,,,,,,,,,,,,,,,,,,,
Cgref1,,,,,,,,,,,,,,,,,,,
Pard6a,,,,,,,,,,,,,,,,,,,
Pard6a,,,,,,,,,,,,,,,,,,,
Pard6a,,,,,,,,,,,,,,,,,,,
Ccng1,,,,,,,,,,,,,,,,,,,
Ccng1,,,,,,,,,,,,,,,,,,,
Ccng1,,,,,,,,,,,,,,,,,,,
Ccng1,,,,,,,,,,,,,,,,,,,
Ccng1,,,,,,,,,,,,,,,,,,,
Wdr12,,,,,,,,,,,,,,,,,,,
Rala,,,,,,,,,,,,,,,,,,,
Ralb,,,,,,,,,,,,,,,,,,,
Mapk1ip1,,,,,,,,,,,,,,,,,,,
Cep97,,,,,,,,,,,,,,,,,,,
Mif,,,,,,,,,,,,,,,,,,,
Avpi1,,,,,,,,,,,,,,,,,,,
Suv39h1,,,,,,,,,,,,,,,,,,,
Katnb1,,,,,,,,,,,,,,,,,,,
Met,,,,,,,,,,,,,,,,,,,
Mdm2,,,,,,,,,,,,,,,,,,,
Mdm2,,,,,,,,,,,,,,,,,,,
Mdm2,,,,,,,,,,,,,,,,,,,
Mdm2,,,,,,,,,,,,,,,,,,,
Mdm2,,,,,,,,,,,,,,,,,,,
Mdm1,,,,,,,,,,,,,,,,,,,
Fbxl22,,,,,,,,,,,,,,,,,,,
Fbxl22,,,,,,,,,,,,,,,,,,,
Tmem67,,,,,,,,,,,,,,,,,,,
Tmem67,,,,,,,,,,,,,,,,,,,
Tmem67,,,,,,,,,,,,,,,,,,,
Ascl1,,,,,,,,,,,,,,,,,,,
Ascl1,,,,,,,,,,,,,,,,,,,
Stag2,,,,,,,,,,,,,,,,,,,
Stag2,,,,,,,,,,,,,,,,,,,
Stag2,,,,,,,,,,,,,,,,,,,
Stag2,,,,,,,,,,,,,,,,,,,
Stag2,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1b,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Cdkn1c,,,,,,,,,,,,,,,,,,,
Rps6ka3,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Cdkn1a,,,,,,,,,,,,,,,,,,,
Tas2r121,,,,,,,,,,,,,,,,,,,
Btg1c,,,,,,,,,,,,,,,,,,,
Btg1b,,,,,,,,,,,,,,,,,,,
Ctdp1,,,,,,,,,,,,,,,,,,,
Ctdp1,,,,,,,,,,,,,,,,,,,
Zfp655,,,,,,,,,,,,,,,,,,,
Tubal3,,,,,,,,,,,,,,,,,,,
Kiz,,,,,,,,,,,,,,,,,,,
Kiz,,,,,,,,,,,,,,,,,,,
Cdc20,,,,,,,,,,,,,,,,,,,
Cdc20,,,,,,,,,,,,,,,,,,,
Cdc20,,,,,,,,,,,,,,,,,,,
Cdc20,,,,,,,,,,,,,,,,,,,
Mir124a-3,,,,,,,,,,,,,,,,,,,
Mir124a-2,,,,,,,,,,,,,,,,,,,
Actr3,,,,,,,,,,,,,,,,,,,
Actr3,,,,,,,,,,,,,,,,,,,
Actr3,,,,,,,,,,,,,,,,,,,
Actr3,,,,,,,,,,,,,,,,,,,
Usp16,,,,,,,,,,,,,,,,,,,
Usp16,,,,,,,,,,,,,,,,,,,
Usp16,,,,,,,,,,,,,,,,,,,
Cep55,,,,,,,,,,,,,,,,,,,
Cep55,,,,,,,,,,,,,,,,,,,
Cep55,,,,,,,,,,,,,,,,,,,
Cep55,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Sycp3,,,,,,,,,,,,,,,,,,,
Syce1,,,,,,,,,,,,,,,,,,,
Syce1,,,,,,,,,,,,,,,,,,,
Syce1,,,,,,,,,,,,,,,,,,,
Asz1,,,,,,,,,,,,,,,,,,,
Asz1,,,,,,,,,,,,,,,,,,,
Taf1,,,,,,,,,,,,,,,,,,,
Fkbp6,,,,,,,,,,,,,,,,,,,
Timeless,,,,,,,,,,,,,,,,,,,
Timeless,,,,,,,,,,,,,,,,,,,
Timeless,,,,,,,,,,,,,,,,,,,
Pstpip1,,,,,,,,,,,,,,,,,,,
Ctdspl,,,,,,,,,,,,,,,,,,,
Gins1,,,,,,,,,,,,,,,,,,,
Sun2,,,,,,,,,,,,,,,,,,,
Ing2,,,,,,,,,,,,,,,,,,,
Smc1b,,,,,,,,,,,,,,,,,,,
Smc1b,,,,,,,,,,,,,,,,,,,
Smc1b,,,,,,,,,,,,,,,,,,,
Lmln,,,,,,,,,,,,,,,,,,,
Rps15a,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Mad1l1,,,,,,,,,,,,,,,,,,,
Fzr1,,,,,,,,,,,,,,,,,,,
Fzr1,,,,,,,,,,,,,,,,,,,
Fzr1,,,,,,,,,,,,,,,,,,,
Babam1,,,,,,,,,,,,,,,,,,,
Babam1,,,,,,,,,,,,,,,,,,,
Gm16430,,,,,,,,,,,,,,,,,,,
Plaat3,,,,,,,,,,,,,,,,,,,
Rpa1,,,,,,,,,,,,,,,,,,,
Rpa1,,,,,,,,,,,,,,,,,,,
Lzts1,,,,,,,,,,,,,,,,,,,
Lzts1,,,,,,,,,,,,,,,,,,,
Gm29554,,,,,,,,,,,,,,,,,,,
Mapk15,,,,,,,,,,,,,,,,,,,
Mapk15,,,,,,,,,,,,,,,,,,,
Tmod3,,,,,,,,,,,,,,,,,,,
Dazl,,,,,,,,,,,,,,,,,,,
Dazl,,,,,,,,,,,,,,,,,,,
Whamm,,,,,,,,,,,,,,,,,,,
Nasp,,,,,,,,,,,,,,,,,,,
Nasp,,,,,,,,,,,,,,,,,,,
Nasp,,,,,,,,,,,,,,,,,,,
Msh6,,,,,,,,,,,,,,,,,,,
Phgdh,,,,,,,,,,,,,,,,,,,
Rab35,,,,,,,,,,,,,,,,,,,
Slfn1,,,,,,,,,,,,,,,,,,,
Slfn1,,,,,,,,,,,,,,,,,,,
Slfn1,,,,,,,,,,,,,,,,,,,
Slfn1,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Ankrd31,,,,,,,,,,,,,,,,,,,
Gtpbp4,,,,,,,,,,,,,,,,,,,
Gm21095,,,,,,,,,,,,,,,,,,,
Kcna5,,,,,,,,,,,,,,,,,,,
Jund,,,,,,,,,,,,,,,,,,,
Junb,,,,,,,,,,,,,,,,,,,
Junb,,,,,,,,,,,,,,,,,,,
Jun,,,,,,,,,,,,,,,,,,,
Jun,,,,,,,,,,,,,,,,,,,
Hoxa13,,,,,,,,,,,,,,,,,,,
Cnppd1,,,,,,,,,,,,,,,,,,,
Madd,,,,,,,,,,,,,,,,,,,
Madd,,,,,,,,,,,,,,,,,,,
Itgb1,,,,,,,,,,,,,,,,,,,
Itgb1,,,,,,,,,,,,,,,,,,,
Itgb1,,,,,,,,,,,,,,,,,,,
Uvrag,,,,,,,,,,,,,,,,,,,
Uvrag,,,,,,,,,,,,,,,,,,,
Uvrag,,,,,,,,,,,,,,,,,,,
Uvrag,,,,,,,,,,,,,,,,,,,
Ccdc124,,,,,,,,,,,,,,,,,,,
Usp3,,,,,,,,,,,,,,,,,,,
Usp3,,,,,,,,,,,,,,,,,,,
Psmd13,,,,,,,,,,,,,,,,,,,
Mcm4,,,,,,,,,,,,,,,,,,,
Mcm4,,,,,,,,,,,,,,,,,,,
Mcm4,,,,,,,,,,,,,,,,,,,
Ep300,,,,,,,,,,,,,,,,,,,
Rps6ka2,,,,,,,,,,,,,,,,,,,
Rps6ka2,,,,,,,,,,,,,,,,,,,
Klf4,,,,,,,,,,,,,,,,,,,
Aicda,,,,,,,,,,,,,,,,,,,
Steap3,,,,,,,,,,,,,,,,,,,
Fbxl15,,,,,,,,,,,,,,,,,,,
Trp53inp1,,,,,,,,,,,,,,,,,,,
Pms2,,,,,,,,,,,,,,,,,,,
Cetn3,,,,,,,,,,,,,,,,,,,
Cdk5r2,,,,,,,,,,,,,,,,,,,
Trp63,,,,,,,,,,,,,,,,,,,
C2cd3,,,,,,,,,,,,,,,,,,,
C2cd3,,,,,,,,,,,,,,,,,,,
Taok1,,,,,,,,,,,,,,,,,,,
Gm5169,,,,,,,,,,,,,,,,,,,
Irf1,,,,,,,,,,,,,,,,,,,
Kif2c,,,,,,,,,,,,,,,,,,,
Kif2c,,,,,,,,,,,,,,,,,,,
Kif2c,,,,,,,,,,,,,,,,,,,
Kif2c,,,,,,,,,,,,,,,,,,,
Zfp385a,,,,,,,,,,,,,,,,,,,
Insr,,,,,,,,,,,,,,,,,,,
Insr,,,,,,,,,,,,,,,,,,,
Insr,,,,,,,,,,,,,,,,,,,
Ins2,,,,,,,,,,,,,,,,,,,
Inhba,,,,,,,,,,,,,,,,,,,
Inhba,,,,,,,,,,,,,,,,,,,
Inhba,,,,,,,,,,,,,,,,,,,
Inha,,,,,,,,,,,,,,,,,,,
Hinfp,,,,,,,,,,,,,,,,,,,
Hinfp,,,,,,,,,,,,,,,,,,,
Hinfp,,,,,,,,,,,,,,,,,,,
Cgrrf1,,,,,,,,,,,,,,,,,,,
Cgrrf1,,,,,,,,,,,,,,,,,,,
Csnk1a1,,,,,,,,,,,,,,,,,,,
Esr1,,,,,,,,,,,,,,,,,,,
Nr2c2,,,,,,,,,,,,,,,,,,,
Il1b,,,,,,,,,,,,,,,,,,,
Il1a,,,,,,,,,,,,,,,,,,,
Il12b,,,,,,,,,,,,,,,,,,,
Thap1,,,,,,,,,,,,,,,,,,,
Thap1,,,,,,,,,,,,,,,,,,,
Nr4a3,,,,,,,,,,,,,,,,,,,
Runx3,,,,,,,,,,,,,,,,,,,
Ddx4,,,,,,,,,,,,,,,,,,,
Ddx4,,,,,,,,,,,,,,,,,,,
Ddx4,,,,,,,,,,,,,,,,,,,
Ddx4,,,,,,,,,,,,,,,,,,,
Ankrd17,,,,,,,,,,,,,,,,,,,
Ankrd17,,,,,,,,,,,,,,,,,,,
Azin1,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Spag5,,,,,,,,,,,,,,,,,,,
Tubb6,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Nek2,,,,,,,,,,,,,,,,,,,
Atf2,,,,,,,,,,,,,,,,,,,
Eya1,,,,,,,,,,,,,,,,,,,
Eya1,,,,,,,,,,,,,,,,,,,
Rbbp4,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Brca2,,,,,,,,,,,,,,,,,,,
Bnip2,,,,,,,,,,,,,,,,,,,
Nek3,,,,,,,,,,,,,,,,,,,
Cdca8,,,,,,,,,,,,,,,,,,,
Cdca8,,,,,,,,,,,,,,,,,,,
Cdca8,,,,,,,,,,,,,,,,,,,
Hmgb1,,,,,,,,,,,,,,,,,,,
Rad51d,,,,,,,,,,,,,,,,,,,
Rad51d,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Spice1,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Cul3,,,,,,,,,,,,,,,,,,,
Mn1,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Cep120,,,,,,,,,,,,,,,,,,,
Vrk1,,,,,,,,,,,,,,,,,,,
Gm6121,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Numa1,,,,,,,,,,,,,,,,,,,
Misp,,,,,,,,,,,,,,,,,,,
Misp,,,,,,,,,,,,,,,,,,,
Misp,,,,,,,,,,,,,,,,,,,
Ecrg4,,,,,,,,,,,,,,,,,,,
Ecrg4,,,,,,,,,,,,,,,,,,,
Ccar1,,,,,,,,,,,,,,,,,,,
Shb,,,,,,,,,,,,,,,,,,,
Anapc2,,,,,,,,,,,,,,,,,,,
Ercc4,,,,,,,,,,,,,,,,,,,
Cep192,,,,,,,,,,,,,,,,,,,
Cep192,,,,,,,,,,,,,,,,,,,
Cep192,,,,,,,,,,,,,,,,,,,
Cep192,,,,,,,,,,,,,,,,,,,
E2f6,,,,,,,,,,,,,,,,,,,
E2f6,,,,,,,,,,,,,,,,,,,
Slc9a3r1,,,,,,,,,,,,,,,,,,,
Ing1,,,,,,,,,,,,,,,,,,,
Ctbp1,,,,,,,,,,,,,,,,,,,
Kif20a,,,,,,,,,,,,,,,,,,,
Kif20a,,,,,,,,,,,,,,,,,,,
Kif20a,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Spire2,,,,,,,,,,,,,,,,,,,
Cenph,,,,,,,,,,,,,,,,,,,
Cenph,,,,,,,,,,,,,,,,,,,
Ern2,,,,,,,,,,,,,,,,,,,
Xrcc3,,,,,,,,,,,,,,,,,,,
Xrcc3,,,,,,,,,,,,,,,,,,,
Exo1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Racgap1,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Tipin,,,,,,,,,,,,,,,,,,,
Cops5,,,,,,,,,,,,,,,,,,,
Triobp,,,,,,,,,,,,,,,,,,,
Aven,,,,,,,,,,,,,,,,,,,
Dab2ip,,,,,,,,,,,,,,,,,,,
Dab2ip,,,,,,,,,,,,,,,,,,,
Dab2ip,,,,,,,,,,,,,,,,,,,
Cyld,,,,,,,,,,,,,,,,,,,
Cyld,,,,,,,,,,,,,,,,,,,
Cdc34,,,,,,,,,,,,,,,,,,,
Rhou,,,,,,,,,,,,,,,,,,,
Eps8,,,,,,,,,,,,,,,,,,,
Fnta,,,,,,,,,,,,,,,,,,,
Bod1,,,,,,,,,,,,,,,,,,,
Bod1,,,,,,,,,,,,,,,,,,,
Bod1,,,,,,,,,,,,,,,,,,,
Bod1,,,,,,,,,,,,,,,,,,,
Med1,,,,,,,,,,,,,,,,,,,
Kifc1,,,,,,,,,,,,,,,,,,,
Kifc1,,,,,,,,,,,,,,,,,,,
Ccndbp1,,,,,,,,,,,,,,,,,,,
Ccndbp1,,,,,,,,,,,,,,,,,,,
Pten,,,,,,,,,,,,,,,,,,,
Pten,,,,,,,,,,,,,,,,,,,
Pten,,,,,,,,,,,,,,,,,,,
Pten,,,,,,,,,,,,,,,,,,,
Bak1,,,,,,,,,,,,,,,,,,,
Krtap21-1,,,,,,,,,,,,,,,,,,,
Asah2,,,,,,,,,,,,,,,,,,,
Gm20824,,,,,,,,,,,,,,,,,,,
Gpr132,,,,,,,,,,,,,,,,,,,
Gpr132,,,,,,,,,,,,,,,,,,,
Gpr132,,,,,,,,,,,,,,,,,,,
Gpr132,,,,,,,,,,,,,,,,,,,
Btg3,,,,,,,,,,,,,,,,,,,
Btg3,,,,,,,,,,,,,,,,,,,
E4f1,,,,,,,,,,,,,,,,,,,
E4f1,,,,,,,,,,,,,,,,,,,
E4f1,,,,,,,,,,,,,,,,,,,
E4f1,,,,,,,,,,,,,,,,,,,
Id2,,,,,,,,,,,,,,,,,,,
Id2,,,,,,,,,,,,,,,,,,,
Id2,,,,,,,,,,,,,,,,,,,
Chmp2b,,,,,,,,,,,,,,,,,,,
Chmp2b,,,,,,,,,,,,,,,,,,,
Chmp2b,,,,,,,,,,,,,,,,,,,
Chmp2b,,,,,,,,,,,,,,,,,,,
Pafah1b1,,,,,,,,,,,,,,,,,,,
Pafah1b1,,,,,,,,,,,,,,,,,,,
Pafah1b1,,,,,,,,,,,,,,,,,,,
Pafah1b1,,,,,,,,,,,,,,,,,,,
Msh3,,,,,,,,,,,,,,,,,,,
Msh3,,,,,,,,,,,,,,,,,,,
Xlr3b,,,,,,,,,,,,,,,,,,,
Uhrf2,,,,,,,,,,,,,,,,,,,
Uhrf2,,,,,,,,,,,,,,,,,,,
Smim22,,,,,,,,,,,,,,,,,,,
D7Ertd443e,,,,,,,,,,,,,,,,,,,
D7Ertd443e,,,,,,,,,,,,,,,,,,,
Phf8,,,,,,,,,,,,,,,,,,,
Phf8,,,,,,,,,,,,,,,,,,,
Ube2s,,,,,,,,,,,,,,,,,,,
Ube2s,,,,,,,,,,,,,,,,,,,
Ccpg1,,,,,,,,,,,,,,,,,,,
Ccpg1,,,,,,,,,,,,,,,,,,,
Zfp703,,,,,,,,,,,,,,,,,,,
Itgb3bp,,,,,,,,,,,,,,,,,,,
Togaram2,,,,,,,,,,,,,,,,,,,
Recql4,,,,,,,,,,,,,,,,,,,
Crocc,,,,,,,,,,,,,,,,,,,
Crocc,,,,,,,,,,,,,,,,,,,
Crocc,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Brca1,,,,,,,,,,,,,,,,,,,
Spry2,,,,,,,,,,,,,,,,,,,
Gadd45gip1,,,,,,,,,,,,,,,,,,,
Gadd45gip1,,,,,,,,,,,,,,,,,,,
Gadd45gip1,,,,,,,,,,,,,,,,,,,
Rassf4,,,,,,,,,,,,,,,,,,,
Bex4,,,,,,,,,,,,,,,,,,,
Dnmt3l,,,,,,,,,,,,,,,,,,,
Fen1,,,,,,,,,,,,,,,,,,,
Prcc,,,,,,,,,,,,,,,,,,,
Prcc,,,,,,,,,,,,,,,,,,,
Chfr,,,,,,,,,,,,,,,,,,,
Chfr,,,,,,,,,,,,,,,,,,,
Chfr,,,,,,,,,,,,,,,,,,,
Chfr,,,,,,,,,,,,,,,,,,,
Chfr,,,,,,,,,,,,,,,,,,,
Iqgap1,,,,,,,,,,,,,,,,,,,
Anxa1,,,,,,,,,,,,,,,,,,,
Anxa1,,,,,,,,,,,,,,,,,,,
Xpc,,,,,,,,,,,,,,,,,,,
Xpc,,,,,,,,,,,,,,,,,,,
Gm5934,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Rab11a,,,,,,,,,,,,,,,,,,,
Ercc6l,,,,,,,,,,,,,,,,,,,
Eme1,,,,,,,,,,,,,,,,,,,
Eme1,,,,,,,,,,,,,,,,,,,
Rpl24,,,,,,,,,,,,,,,,,,,
Rpl24,,,,,,,,,,,,,,,,,,,
Tmprss11a,,,,,,,,,,,,,,,,,,,
Rxfp3,,,,,,,,,,,,,,,,,,,
Nek9,,,,,,,,,,,,,,,,,,,
Ythdc2,,,,,,,,,,,,,,,,,,,
Ythdc2,,,,,,,,,,,,,,,,,,,
Ythdc2,,,,,,,,,,,,,,,,,,,
Ythdc2,,,,,,,,,,,,,,,,,,,
Tex15,,,,,,,,,,,,,,,,,,,
Tex15,,,,,,,,,,,,,,,,,,,
Tex15,,,,,,,,,,,,,,,,,,,
Tex15,,,,,,,,,,,,,,,,,,,
Ddias,,,,,,,,,,,,,,,,,,,
Ddias,,,,,,,,,,,,,,,,,,,
Ddias,,,,,,,,,,,,,,,,,,,
Ddias,,,,,,,,,,,,,,,,,,,
Sh3glb1,,,,,,,,,,,,,,,,,,,
Rgs14,,,,,,,,,,,,,,,,,,,
Rgs14,,,,,,,,,,,,,,,,,,,
Rgs14,,,,,,,,,,,,,,,,,,,
Rgs14,,,,,,,,,,,,,,,,,,,
Lmnb1,,,,,,,,,,,,,,,,,,,
Lmna,,,,,,,,,,,,,,,,,,,
Lif,,,,,,,,,,,,,,,,,,,
Lef1,,,,,,,,,,,,,,,,,,,
Psmd10,,,,,,,,,,,,,,,,,,,
Obox4,,,,,,,,,,,,,,,,,,,
Snx18,,,,,,,,,,,,,,,,,,,
Snx18,,,,,,,,,,,,,,,,,,,
Snx18,,,,,,,,,,,,,,,,,,,
Snx18,,,,,,,,,,,,,,,,,,,
Pkmyt1,,,,,,,,,,,,,,,,,,,
Pkmyt1,,,,,,,,,,,,,,,,,,,
Pkn2,,,,,,,,,,,,,,,,,,,
Pkn2,,,,,,,,,,,,,,,,,,,
Pkn2,,,,,,,,,,,,,,,,,,,
Gm21627,,,,,,,,,,,,,,,,,,,
Arl2,,,,,,,,,,,,,,,,,,,
Arl2,,,,,,,,,,,,,,,,,,,
Efhc2,,,,,,,,,,,,,,,,,,,
Efhc2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Ccne2,,,,,,,,,,,,,,,,,,,
Map10,,,,,,,,,,,,,,,,,,,
Map10,,,,,,,,,,,,,,,,,,,
Map10,,,,,,,,,,,,,,,,,,,
Map10,,,,,,,,,,,,,,,,,,,
